zip,total,grand_total,perc
21830,1502.5,20328513.18,0.00739109637136777
21835,20,20328513.18,9.83839783210352e-05
21837,412.5,20328513.18,0.00202916955287135
21838,817.8,20328513.18,0.00402292087354713
21840,1351,20328513.18,0.00664583773558593
21841,182.5,20328513.18,0.000897753802179447
21842,11196.53,20328513.18,0.055077958239541
21843,963.26,20328513.18,0.00473846754787602
21849,916.42,20328513.18,0.00450805227064816
21850,412,20328513.18,0.00202670995341333
21851,3100.82,20328513.18,0.0152535503828716
21853,1125.07,20328513.18,0.00553444312448236
21856,491.5,20328513.18,0.00241778626723944
21861,50,20328513.18,0.000245959945802588
21863,4112.72,20328513.18,0.0202312877660244
21864,298,20328513.18,0.00146592127698343
21865,1160.4,20328513.18,0.00570823842218647
21867,38.5,20328513.18,0.000189389158267993
21869,447.1,20328513.18,0.00219937383536674
21871,349.5,20328513.18,0.00171926002116009
21872,163.5,20328513.18,0.000804289022774463
21874,313,20328513.18,0.0015397092607242
21875,5155.56,20328513.18,0.0253612251636398
21884,50,20328513.18,0.000245959945802588
21901,10491.42,20328513.18,0.0516093818918438
21902,50,20328513.18,0.000245959945802588
21903,5756.78,20328513.18,0.0283187459359485
21904,3114.92,20328513.18,0.015322911087588
21911,4427.14,20328513.18,0.0217779822892094
21912,1775.5,20328513.18,0.00873403767544991
21913,913,20328513.18,0.00449122861035526
21914,1150,20328513.18,0.00565707875345953
21915,2856.96,20328513.18,0.0140539545352032
21916,24,20328513.18,0.000118060773985242
21917,2447.5,20328513.18,0.0120397393470367
21918,1089.7,20328513.18,0.00536045105882161
21919,3280.2,20328513.18,0.016135956284433
21920,52.5,20328513.18,0.000258257943092718
21921,23156.18,20328513.18,0.1139098555559
21922,780,20328513.18,0.00383697515452037
21924,14,20328513.18,6.88687848247247e-05
21931,10.8,20328513.18,5.3127348293359e-05
21943,16.5,20328513.18,8.11667821148541e-05
21965,60,20328513.18,0.000295151934963106
21975,60,20328513.18,0.000295151934963106
